TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,fault type
50.61,50.6,44.62,44.4,74.85,74.9,80.54,80.4,78.54,61.64,49.72,50.82,63.78,22.34,189.5,-148.1,53.82,45.88,9.839,1.898,50.02,3.783,0.9294,269.0,215.5,5.5,3.4,39.1,34.2,83.8,93.3,6.1,42.9,3.8,116.4,32.9,59.6,57,55,15.0,6.687,8.971,20,0,112.7,109.4,136.0,100.7,5.5,6.0,90.0,0.0,100,25.0,48.0,56,41.0,55.36,68.64,57.55,54.26,40.38,71.7,203.9,Normal
60.89,61.1,49.94,50.0,75.54,75.6,85.94,85.8,82.88,75.44,59.47,61.01,115.2,33.86,82.49,-1.189,98.56,85.81,13.92,1.166,75.77,4.573,0.7688,265.8,216.1,9.0,5.9,40.8,35.8,91.7,107.7,10.2,45.9,5.1,114.2,22.2,72.3,90,86,17.42,4.303,5.964,20,0,117.6,113.8,140.4,104.1,10.2,11.3,70.0,100.0,100,100.0,57.0,56,53.07,55.48,68.97,71.64,66.17,60.27,61.14,-10.7,Normal
53.27,53.3,50.51,50.6,75.13,75.0,77.92,77.8,76.74,58.89,53.04,53.44,31.01,13.08,198.9,-181.0,24.61,22.57,3.564,1.52,35.04,2.469,1.424,267.4,214.2,6.4,2.0,44.0,39.2,79.8,86.4,3.3,50.1,6.1,143.0,63.2,47.2,40,39,12.55,11.51,11.04,20,0,119.2,114.2,134.0,93.9,2.6,2.9,35.0,0.0,100,10.0,47.0,56,24.42,55.65,70.19,55.09,54.38,21.58,85.54,237.1,Normal
53.43,53.4,50.02,50.0,85.25,84.9,88.64,88.5,87.26,61.23,53.2,53.6,38.16,15.49,292.5,-269.9,30.66,28.6,3.587,1.53,43.11,2.5,1.406,269.6,215.6,6.5,2.0,43.6,38.7,90.5,105.2,4.5,49.3,5.8,143.6,53.5,66.4,50,48,16.71,12.46,9.8,20,0,119.9,114.0,140.4,100.6,3.6,3.4,40.0,0.0,100,5.0,49.0,56,20.0,56.34,79.98,54.93,54.3,15.73,86.1,243.3,Normal
64.45,64.0,62.06,60.8,66.08,67.2,68.62,70.0,67.41,66.18,64.3,64.37,28.4,13.6,13.71,1.091,21.55,20.22,0.6484,-0.6789,33.81,2.241,1.569,268.7,216.4,5.4,0.0,55.4,51.9,68.8,69.5,0.0,62.5,7.2,102.3,34.4,17.8,39,38,9.728,9.743,11.2,20,0,106.5,86.5,136.5,83.5,2.8,3.2,60.0,90.0,100,59.49,50.93,56,20.0,57.29,63.28,64.72,64.66,54.49,15.56,-127.6,Normal
56.71,56.9,50.59,50.6,75.26,75.2,81.07,81.0,79.03,66.8,55.87,56.88,64.55,22.59,135.9,-93.96,54.79,47.24,9.082,1.527,49.21,3.915,0.8982,266.5,215.0,7.8,3.3,42.6,37.7,84.3,94.3,6.2,48.5,5.9,119.0,34.9,56.3,56,54,14.9,6.564,9.084,20,0,114.9,111.1,137.0,98.5,5.8,6.5,70.0,0.0,100,32.0,47.0,56,39.0,55.52,69.42,63.45,60.19,39.02,67.02,173.9,Normal
54.95,54.1,49.36,50.3,66.08,66.1,71.08,68.7,69.37,62.82,54.51,54.79,55.56,18.98,72.85,-36.27,49.93,46.05,2.474,-1.406,27.87,6.3,0.5581,267.0,214.6,4.0,0.1,46.3,41.6,68.8,69.5,0.2,48.2,2.1,110.9,42.1,28.1,33,32,8.101,4.147,12.25,20,0,112.0,109.0,130.0,87.6,2.6,3.8,30.0,0.0,100,40.0,47.0,56,63.0,55.2,60.53,56.44,55.94,85.4,59.38,98.21,Normal
53.6,53.4,49.94,50.3,63.05,62.8,66.53,65.6,65.36,59.71,53.41,53.73,39.12,13.2,63.51,-37.59,32.67,30.99,2.836,1.156,30.99,3.706,0.9487,269.9,214.3,7.5,1.4,42.9,38.0,67.0,67.0,1.5,49.1,6.0,121.5,55.1,28.8,36,35,8.307,6.04,11.7,20,0,112.4,109.2,130.0,90.7,3.0,3.0,30.0,0.0,100,40.0,47.0,56,57.0,54.99,59.02,54.64,54.3,78.73,68.06,138.2,Normal
56.3,56.5,49.94,49.8,75.5,75.4,81.6,81.3,79.44,66.75,55.46,56.47,67.63,23.91,140.7,-96.99,56.93,49.38,9.072,1.525,50.91,3.932,0.8942,266.1,214.8,7.7,3.9,42.1,37.2,85.2,95.8,6.3,47.8,5.7,118.3,33.4,58.2,58,56,13.28,5.585,8.86,20,0,115.1,110.7,138.0,99.8,5.9,6.7,80.0,0.0,100,32.0,47.0,56,39.0,55.44,69.01,63.0,59.78,42.31,67.79,172.7,Normal
48.36,48.7,45.39,45.8,64.69,63.9,67.72,66.8,66.75,55.54,48.33,48.69,34.06,10.9,126.2,-103.0,26.57,26.35,3.215,2.997,32.4,2.883,1.22,270.0,215.2,6.6,2.4,39.2,34.3,69.2,70.0,2.0,44.8,5.6,119.9,50.7,34.9,37,36,6.043,5.046,11.53,20,0,109.4,107.1,129.0,93.7,2.9,2.9,25.0,0.0,100,23.0,47.0,56,48.0,55.16,60.57,49.69,49.3,48.3,77.16,213.6,Normal
50.94,51.1,44.25,44.1,64.45,64.2,70.67,70.3,69.37,62.99,50.83,51.11,69.61,14.51,71.42,-16.32,59.98,59.03,2.48,1.528,46.11,4.574,0.7687,268.5,215.2,6.5,4.3,37.6,32.9,74.4,78.0,6.3,42.2,4.6,104.9,30.5,45.5,53,51,12.28,5.017,9.433,20,0,109.6,107.3,132.0,98.0,6.1,7.0,34.66,0.0,100,65.0,51.0,56,48.0,55.16,62.33,52.15,51.68,48.51,59.52,46.57,Normal
51.39,52.4,45.84,46.4,85.25,83.8,90.9,89.6,88.86,64.3,50.75,51.8,63.43,22.84,275.8,-235.2,49.84,44.1,9.485,3.742,57.51,3.047,1.154,269.5,215.8,5.9,3.6,40.4,35.4,93.2,110.7,5.0,44.3,3.9,128.7,35.3,75.4,69,66,9.73,4.363,7.814,20,0,116.0,111.3,136.5,102.2,5.9,6.2,50.0,0.0,100,20.0,49.0,56,23.0,55.65,75.97,56.81,54.83,26.97,114.8,226.4,Normal
49.01,49.1,45.48,45.4,85.21,84.9,88.93,88.5,87.51,58.28,48.9,49.26,41.96,15.99,329.3,-303.4,31.45,30.5,3.189,2.244,45.3,2.441,1.441,270.4,213.4,4.6,2.2,40.8,35.9,90.7,105.7,4.2,44.8,3.8,139.1,48.6,69.3,52,50,8.348,5.659,9.553,20,0,117.6,112.0,138.5,101.4,3.6,3.7,30.0,0.0,100,5.0,49.0,56,20.0,55.69,80.31,50.34,50.0,15.59,76.53,245.4,Normal
51.3,51.4,40.48,40.2,69.56,69.5,79.68,79.5,77.52,69.46,50.79,51.43,113.2,24.13,90.22,-1.2,96.9,92.29,5.776,1.159,73.51,4.635,0.7586,268.6,214.9,4.9,6.2,35.3,30.8,85.7,96.8,9.5,37.8,2.5,105.9,20.4,65.5,87,83,16.37,4.115,6.228,20,0,112.2,109.4,134.0,102.6,10.1,11.2,60.0,30.0,100,85.0,57.0,56,50.77,56.06,66.71,55.3,53.48,54.34,76.19,-6.143,Normal
64.9,65.3,64.92,65.0,65.02,65.0,65.06,65.1,65.15,65.08,65.0,65.27,0.4388,1.072,0.8765,0.6345,0.2329,0.6416,2.454,3.329,1.682e-45,0.8189,1.682e-45,269.6,213.0,0.3,0.0,64.8,64.0,64.5,63.6,0.0,82.0,17.2,70.9,6.2,0.0,0,0,0.0,0.0,23.27,6,0,102.8,85.4,60.1,0.0,0.1,0.2,0.0,0.0,100,100.0,57.0,56,30.0,65.19,65.08,65.58,65.56,25.73,58.9,254.2,Normal
55.6,55.6,45.15,44.9,70.1,70.1,79.84,79.5,76.95,69.95,54.1,55.73,108.9,32.35,78.24,-1.657,93.33,79.96,14.53,1.156,66.54,4.932,0.7129,268.3,214.2,6.6,5.5,38.5,33.7,84.9,95.3,7.9,41.7,3.1,107.3,22.5,61.5,74,71,11.72,3.06,7.328,20,0,111.6,109.2,132.0,97.8,9.3,10.5,10.14,0.0,100,65.0,51.0,56,66.0,54.99,63.85,67.01,61.42,87.66,62.43,-5.911,Normal
53.27,53.3,49.77,49.8,62.44,62.3,65.71,65.6,64.66,59.22,53.16,53.4,36.78,11.81,61.14,-36.17,31.27,30.32,2.108,1.158,32.75,3.357,1.047,269.7,214.7,7.4,2.0,42.6,37.5,67.7,68.0,3.5,49.0,6.6,123.5,55.8,29.8,38,37,13.38,10.34,11.36,20,0,113.6,109.8,130.0,91.0,3.3,3.5,30.0,0.0,100,40.0,47.0,56,52.0,55.03,59.3,54.4,54.01,66.37,50.6,135.9,Normal
60.76,60.6,50.76,50.3,85.49,85.1,94.99,94.6,92.3,77.4,60.0,60.89,104.6,29.62,164.2,-89.14,90.25,83.38,8.035,1.168,82.43,3.85,0.9133,264.4,216.5,8.0,3.7,42.4,37.5,98.5,121.1,7.9,47.2,4.6,124.0,25.3,83.4,99,95,31.85,8.659,5.194,20,0,112.0,104.7,143.4,105.2,9.5,10.2,70.0,0.0,100,46.0,49.0,56,28.0,56.06,79.08,66.03,63.39,30.88,73.1,130.1,Normal
51.14,51.6,45.68,45.3,81.6,81.2,87.09,87.2,85.63,64.42,51.16,51.39,61.85,16.47,239.1,-193.7,48.78,48.93,2.105,2.254,56.66,3.027,1.162,270.6,214.4,4.5,4.0,40.8,35.9,91.2,106.7,6.5,44.1,3.1,132.9,41.9,70.6,66,63,10.7,4.919,8.116,20,0,119.9,114.2,139.4,102.5,6.0,6.3,0.0,0.0,100,28.97,49.0,56,20.0,56.1,78.96,51.49,51.47,17.29,50.53,215.3,Normal
56.46,56.9,50.39,50.4,75.13,75.0,80.9,80.7,78.95,66.59,55.66,56.67,63.66,21.53,136.4,-94.22,54.74,47.51,9.134,1.904,49.07,3.922,0.8964,264.7,216.3,7.6,3.3,42.8,37.9,84.0,93.8,6.2,48.5,5.6,119.0,34.9,55.9,56,54,17.7,7.908,9.084,20,0,114.9,110.9,137.0,98.5,5.7,6.5,80.0,0.0,100,32.0,47.0,56,35.0,55.48,69.21,63.28,59.99,37.64,66.56,172.5,Normal
54.09,54.2,50.72,50.9,63.79,62.9,67.35,66.2,66.01,60.41,53.98,54.3,40.3,15.14,63.45,-38.29,30.35,29.39,2.858,1.902,34.04,3.135,1.122,271.7,216.0,10.1,2.3,40.8,35.9,68.5,69.0,1.7,49.3,8.5,120.2,51.7,32.9,38,37,-0.9384,-0.6623,11.36,20,0,112.0,109.2,129.5,92.1,3.4,3.3,20.0,0.0,100,40.0,47.0,56,57.0,55.16,58.85,55.13,54.79,98.29,68.6,145.8,Normal
57.98,57.4,48.46,48.5,78.04,77.9,87.17,86.0,84.28,72.49,56.81,57.98,101.0,32.0,130.4,-61.42,85.53,75.01,10.59,0.05954,63.99,4.7,0.7481,265.4,215.8,7.2,4.5,41.5,36.6,90.5,105.2,7.0,45.6,4.1,115.1,24.4,68.6,73,70,9.728,2.74,7.424,20,0,115.1,111.6,139.4,101.8,8.2,8.7,90.0,0.0,100,45.52,47.83,56,50.0,55.28,69.91,65.21,61.75,52.5,73.48,112.7,Normal
52.0,52.0,45.84,45.8,85.41,85.1,91.47,91.2,89.31,64.3,51.16,52.21,67.79,24.13,279.9,-236.2,55.06,47.51,9.43,1.889,59.97,3.228,1.089,268.5,214.6,5.4,3.3,40.4,35.4,94.5,113.2,6.3,44.1,3.8,126.8,32.3,78.6,70,67,15.21,6.381,7.715,20,0,116.4,112.0,140.4,104.0,6.1,6.2,60.0,0.0,100,20.0,49.0,56,26.0,55.73,78.3,58.7,55.57,25.66,72.32,223.0,Normal
45.78,45.8,39.46,39.2,69.24,69.2,75.34,75.0,73.79,59.79,45.55,45.99,68.6,17.35,157.5,-106.2,56.6,54.55,3.944,1.893,49.25,4.041,0.8701,270.0,214.9,3.0,4.2,36.2,31.6,79.2,85.4,6.9,38.4,2.2,107.5,28.3,53.3,56,54,7.063,2.928,9.084,20,0,108.8,106.5,131.5,98.8,6.0,6.6,50.0,0.0,100,33.0,48.0,56,40.25,56.02,65.94,47.97,47.13,41.97,94.66,176.4,Normal
55.97,56.1,49.9,50.0,65.31,65.1,70.87,70.6,69.49,65.2,55.66,56.1,62.26,15.42,48.04,-1.2,54.09,51.32,3.921,1.152,42.5,4.474,0.7858,268.4,213.7,8.2,3.8,41.6,36.7,74.4,78.0,6.0,47.8,6.2,110.1,35.7,41.1,49,47,13.76,6.287,9.926,20,0,112.0,109.0,134.0,96.6,5.5,6.3,50.0,0.0,100,80.0,56.0,56,48.0,55.2,62.33,58.33,57.33,51.86,94.07,-18.3,Normal
61.34,61.4,50.27,50.3,75.62,75.6,86.02,85.6,82.84,75.48,59.67,61.42,114.3,34.96,80.99,-1.63,99.56,84.61,15.74,0.7962,76.24,4.591,0.7658,263.9,215.8,9.3,6.6,40.6,35.6,92.2,108.7,9.7,46.3,5.5,114.5,22.3,72.4,91,87,24.33,6.053,5.877,20,0,115.7,112.0,140.4,104.1,10.0,11.3,70.0,100.0,100,100.0,57.0,56,53.69,55.36,68.6,73.35,67.2,63.39,61.35,-11.8,Normal
51.43,51.6,40.97,40.5,69.44,69.4,79.47,79.4,77.19,69.29,51.12,51.6,110.9,25.21,87.36,-1.639,93.76,90.98,4.317,1.528,72.36,4.556,0.7717,265.5,215.2,4.7,6.1,35.8,31.3,85.5,96.3,10.0,38.2,2.4,106.1,20.6,65.0,85,81,11.99,3.075,6.406,20,0,113.8,110.3,134.5,102.9,10.2,11.1,60.0,30.0,100,85.0,57.0,56,50.35,56.22,66.59,55.01,53.19,58.34,56.94,-10.98,Normal
56.46,57.9,51.45,51.1,70.38,69.5,75.5,76.0,73.75,65.44,55.95,56.96,56.53,19.3,91.8,-54.57,44.83,40.22,9.07,4.455,49.17,3.205,1.097,265.2,214.8,8.9,5.0,42.0,37.1,81.0,88.4,7.5,49.5,7.4,134.7,53.7,51.2,58,56,8.034,4.042,8.86,20,0,122.0,116.2,136.0,98.0,6.3,7.0,60.0,50.0,100,50.0,48.0,56,40.0,55.81,66.22,64.39,60.03,44.5,49.95,149.0,Normal
53.02,53.2,50.31,50.3,75.13,75.0,77.96,77.8,76.74,58.73,52.79,53.19,31.42,13.52,200.5,-182.6,24.37,22.32,3.583,1.529,35.12,2.44,1.441,267.1,215.3,6.2,1.4,44.1,39.3,79.2,85.4,3.3,50.0,5.9,143.2,63.5,47.6,40,39,10.33,9.35,11.04,20,0,120.7,115.3,134.0,93.7,2.6,2.9,45.0,0.0,100,10.0,47.0,56,23.72,55.73,70.24,54.77,54.05,22.37,86.0,237.4,Normal
47.25,47.3,40.36,40.1,65.1,65.0,71.61,71.4,70.11,60.65,46.86,47.46,72.73,16.78,105.7,-49.7,61.68,58.16,5.405,1.891,48.69,4.454,0.7894,268.2,214.7,4.1,3.9,36.2,31.6,75.3,79.4,6.4,38.9,2.9,103.1,28.0,48.1,55,53,9.827,3.843,9.199,20,0,107.7,105.9,131.0,98.8,6.4,7.2,55.53,0.0,100,50.0,48.0,56,63.0,59.17,62.99,50.47,49.1,105.4,94.76,120.6,Normal
49.3,49.3,45.8,45.6,84.43,84.7,88.19,88.2,86.65,58.32,49.19,49.55,42.1,17.25,316.8,-291.9,31.31,30.35,3.211,2.259,45.75,2.406,1.461,268.4,215.0,4.4,2.3,41.0,36.1,90.5,105.2,4.9,44.9,3.7,139.1,48.7,68.9,52,50,7.795,5.266,9.553,20,0,116.9,112.0,138.5,101.4,3.7,3.9,20.0,0.0,100,5.0,49.0,56,17.0,55.69,79.57,50.63,50.24,17.33,77.06,242.7,Normal
56.01,56.1,49.94,50.0,65.27,65.1,70.91,70.6,69.49,65.16,55.7,56.1,62.91,15.81,48.3,-1.195,54.19,51.41,3.563,0.7892,42.49,4.484,0.7842,267.3,214.1,8.2,3.7,41.8,36.9,74.1,77.5,5.5,47.8,6.0,110.1,36.0,40.8,49,47,11.81,5.34,9.926,20,0,112.0,109.2,131.0,92.8,5.3,6.1,50.0,0.0,100,80.0,56.0,56,48.0,55.2,62.13,58.37,57.37,54.74,85.48,-17.24,Normal
51.88,52.0,40.81,40.5,69.97,69.8,80.41,80.2,77.81,69.87,51.12,52.01,115.5,28.83,87.81,-1.187,99.27,92.44,7.988,1.161,76.84,4.542,0.774,265.4,215.2,5.2,6.1,35.3,30.8,86.3,97.8,9.8,38.0,2.6,106.7,19.9,67.4,91,87,19.91,4.906,5.877,20,0,110.1,107.7,135.0,103.7,10.4,11.5,60.0,30.0,100,85.0,57.0,56,51.81,55.89,66.18,57.88,55.03,67.25,67.44,-13.99,Normal
60.97,61.1,50.02,49.8,75.62,75.6,86.06,85.6,82.97,75.52,59.51,61.06,115.3,34.22,82.26,-1.185,97.93,84.89,13.83,0.7915,75.89,4.537,0.7749,265.1,214.7,9.0,6.4,40.8,35.9,92.0,108.2,10.2,45.9,5.1,114.5,22.3,72.4,90,86,14.87,3.668,5.964,20,0,118.3,114.7,138.5,101.9,10.0,11.3,80.0,100.0,100,100.0,57.0,56,52.79,55.69,68.72,71.68,66.17,63.01,60.3,-8.495,Normal
58.51,59.1,58.37,58.6,59.7,59.4,60.23,59.6,60.04,59.51,58.57,58.68,5.999,2.162,5.978,-2.141,1.241,1.761,1.018,1.538,1.682e-45,4.364,1.355e-45,271.5,216.5,0.5,0.5,58.1,55.1,60.1,57.6,0.0,62.8,4.3,104.3,44.2,2.0,0,0,-16.73,-79.31,23.27,6,0,108.4,107.5,51.2,0.0,0.0,0.3,0.0,0.0,100,100.0,56.0,56,30.0,59.66,59.92,58.86,58.72,51.89,24.42,229.2,Normal
58.96,59.3,49.77,49.6,70.47,70.3,79.02,78.9,76.25,70.4,57.42,59.09,95.15,30.81,65.07,-0.7382,83.06,69.15,15.09,1.17,60.15,4.855,0.7242,266.9,217.0,8.8,5.1,40.8,35.8,84.0,93.8,8.1,46.4,5.6,109.8,25.8,58.0,71,68,17.67,5.282,7.617,20,0,114.2,111.3,138.0,100.4,8.6,9.5,80.0,100.0,100,100.0,56.0,56,56.77,54.99,63.77,70.69,64.78,84.28,61.24,-16.7,Normal
55.89,55.8,46.17,45.9,76.61,77.9,84.71,86.3,83.5,72.32,55.21,55.94,92.99,13.94,128.2,-49.15,87.28,81.18,6.529,0.4273,71.55,4.289,0.8198,275.4,215.5,5.6,5.4,40.3,35.3,92.2,107.7,10.0,43.2,3.4,111.3,19.1,72.9,85,81,51.47,15.74,6.406,20,0,114.2,110.9,138.0,102.2,8.2,9.9,50.0,27.12,100,48.56,53.81,56,20.0,55.32,76.21,59.35,58.06,16.01,121.8,101.0,Normal
43.16,43.2,39.99,39.9,69.2,68.9,72.51,72.3,71.38,51.81,43.09,43.41,37.23,12.72,219.8,-195.3,28.4,27.81,2.847,2.262,36.42,2.742,1.282,269.6,215.2,2.4,2.4,37.1,32.7,74.4,78.0,3.8,39.8,2.4,124.2,49.8,45.9,42,40,5.359,4.094,10.89,20,0,112.2,109.0,131.5,97.8,3.3,3.4,30.0,0.0,100,15.0,48.0,56,32.89,56.02,65.2,44.45,44.1,33.25,68.32,235.5,Normal
45.86,45.9,39.58,39.6,69.16,69.0,75.21,75.0,73.71,59.79,45.63,46.11,68.2,16.9,156.7,-105.4,56.54,54.47,4.334,2.272,49.0,4.057,0.8666,270.2,216.1,3.8,3.9,35.8,31.3,78.9,84.9,5.9,38.4,3.0,107.7,29.4,53.6,55,53,7.974,3.325,9.199,20,0,108.8,106.7,133.5,101.3,6.1,6.3,40.0,0.0,100,33.0,48.0,56,41.35,55.93,65.77,47.97,47.21,41.23,104.0,176.3,Normal
61.83,61.6,51.82,51.2,85.66,85.4,94.99,95.0,92.22,77.69,61.02,61.92,103.2,30.63,160.6,-88.09,89.46,82.28,7.964,0.791,82.23,3.825,0.9192,265.3,214.6,8.3,3.7,42.9,38.0,98.7,121.6,7.9,48.0,4.8,124.5,25.3,83.6,99,95,33.98,9.366,5.194,20,0,110.9,103.1,142.9,104.2,9.4,10.2,60.0,0.0,100,46.0,49.0,56,32.0,56.1,78.55,66.8,64.37,32.74,78.54,129.4,Normal
53.11,53.2,50.35,50.4,75.09,75.0,77.92,77.9,76.7,58.73,52.79,53.28,31.41,13.51,199.9,-182.0,24.89,22.09,4.344,1.538,35.17,2.489,1.413,267.0,216.6,6.2,1.9,44.1,39.3,79.8,86.4,3.8,50.0,5.9,142.6,63.2,46.6,40,39,12.27,11.11,11.04,20,0,118.5,113.1,134.5,93.9,2.9,2.8,45.0,0.0,100,10.0,47.0,56,24.79,55.65,70.28,55.5,54.42,22.17,96.34,237.5,Normal
60.93,61.1,49.98,50.0,75.58,75.4,85.94,85.6,82.88,75.48,59.51,61.1,114.1,33.67,81.57,-1.182,98.76,85.98,14.32,1.537,75.84,4.579,0.7679,264.3,216.5,9.0,6.4,40.8,35.8,91.7,108.2,9.9,45.9,5.1,114.0,22.5,72.4,90,86,22.05,5.499,5.964,20,0,116.9,113.1,140.9,104.6,10.2,11.3,70.0,100.0,100,100.0,57.0,56,48.34,55.44,68.97,72.09,66.17,59.75,58.1,-14.28,Normal
54.05,54.1,45.23,44.9,82.99,83.0,91.1,91.2,89.35,71.67,53.82,54.18,90.14,19.43,196.7,-126.0,78.8,76.76,3.204,1.157,72.79,3.807,0.9237,266.9,214.5,4.9,2.5,40.0,35.0,93.7,111.7,5.7,42.9,2.9,119.0,25.3,77.2,86,82,32.94,10.39,6.317,20,0,114.2,110.9,139.0,103.1,8.2,9.2,60.0,0.0,100,35.0,49.0,56,25.32,55.52,79.41,56.49,55.24,19.52,61.71,162.7,Normal
55.07,55.2,45.72,45.4,84.96,84.7,93.84,93.7,91.52,73.1,54.56,55.16,98.84,25.82,205.0,-131.9,83.73,79.11,5.41,0.7928,80.53,3.655,0.9619,267.0,214.9,6.1,5.0,39.5,34.6,98.7,121.6,8.6,42.9,3.4,122.7,24.3,87.0,97,92,27.4,7.884,5.448,20,0,115.3,110.9,140.9,105.8,8.9,9.6,50.0,0.0,100,35.0,49.0,56,27.45,55.69,79.82,58.9,57.12,25.68,73.01,164.0,Normal
49.75,49.6,40.32,39.9,65.39,65.3,74.23,74.3,72.12,65.24,49.15,49.84,98.84,23.65,76.85,-1.657,85.39,79.98,6.211,0.8009,61.89,4.851,0.7248,268.3,217.3,4.6,5.5,35.3,30.8,79.5,86.4,8.7,38.0,2.7,102.7,23.3,55.5,71,68,14.58,4.196,7.617,20,0,112.4,109.8,132.5,100.7,9.0,9.7,70.0,0.0,100,100.0,57.0,56,73.28,58.35,62.82,55.09,52.29,126.8,53.2,-10.91,Normal
53.31,53.4,49.82,49.8,62.48,62.3,65.75,65.6,64.74,59.26,53.16,53.48,36.9,11.38,61.79,-36.28,31.43,30.1,2.855,1.532,32.74,3.375,1.042,270.5,215.8,7.2,1.8,42.6,37.7,67.4,67.5,3.5,49.1,6.5,123.7,56.3,30.5,37,36,13.51,10.42,11.53,20,0,113.3,109.8,129.0,89.5,3.3,3.5,30.0,0.0,100,40.0,47.0,56,52.0,55.03,59.26,54.44,54.05,64.6,68.52,138.7,Normal
56.34,56.6,45.39,45.3,75.34,75.4,85.7,85.3,83.05,73.67,55.5,56.51,115.4,29.49,104.4,-18.53,98.2,90.63,9.092,1.529,79.84,4.324,0.8131,267.3,215.3,7.1,6.1,38.2,33.4,91.5,107.2,9.5,41.9,3.5,112.9,21.4,73.8,95,91,19.48,4.803,5.533,20,0,113.3,110.1,138.5,104.3,10.0,11.3,70.0,30.0,100,70.0,53.0,56,47.0,55.44,70.44,63.2,59.87,47.2,65.45,35.25,Normal
56.01,56.1,49.9,50.0,65.35,65.1,70.95,70.6,69.49,65.2,55.7,56.14,62.77,16.35,48.09,-1.66,54.99,52.19,3.96,1.164,42.47,4.553,0.7723,268.7,215.8,8.0,3.8,41.8,36.9,74.1,78.0,5.5,47.8,6.0,110.1,36.0,41.1,49,47,15.09,6.838,9.926,20,0,112.4,109.8,133.0,95.0,5.5,6.3,50.0,0.0,100,80.0,56.0,56,48.0,55.07,62.33,58.49,57.41,54.05,87.81,-22.95,Normal
43.2,43.2,39.99,39.9,69.16,69.2,72.55,72.2,71.46,51.85,43.09,43.45,38.26,12.3,220.9,-194.9,28.59,27.64,3.194,2.248,36.43,2.759,1.275,270.4,213.8,2.7,2.2,37.2,32.5,74.4,78.0,3.8,39.8,2.7,124.0,49.6,45.6,42,40,2.411,1.793,10.89,20,0,112.0,109.0,131.0,97.5,3.2,3.3,30.0,0.0,100,15.0,48.0,56,32.96,55.98,65.16,44.45,44.1,32.15,76.67,236.5,Normal
50.94,50.9,44.25,44.3,64.45,64.4,70.67,70.4,69.37,63.03,50.83,51.11,69.93,14.57,71.29,-15.93,59.92,58.97,2.478,1.526,46.1,4.569,0.7694,269.7,215.0,6.5,4.0,37.6,32.9,74.4,78.0,6.1,42.0,4.4,104.9,30.7,45.1,53,51,10.91,4.437,9.433,20,0,109.4,107.1,132.5,99.0,6.0,6.8,36.34,0.0,100,65.0,51.0,56,48.0,55.16,62.42,52.19,51.76,48.18,59.46,46.62,Normal
49.17,49.1,45.6,45.6,84.96,85.1,88.68,88.7,87.26,58.28,49.03,49.39,41.73,15.9,324.8,-299.0,31.96,30.64,3.202,1.888,45.5,2.469,1.424,268.9,214.4,4.1,2.3,41.3,36.4,91.0,106.2,5.0,44.8,3.3,139.1,47.7,69.1,52,50,11.15,7.6,9.553,20,0,117.1,111.8,137.5,101.8,3.6,3.7,20.0,0.0,100,5.0,49.0,56,20.0,55.69,80.88,50.51,50.12,15.15,76.86,243.5,Normal
54.42,54.4,50.31,50.1,84.35,84.5,88.48,88.3,87.02,63.64,54.39,54.59,46.7,16.5,264.1,-233.9,36.95,36.73,1.751,1.532,46.25,2.809,1.252,271.1,215.8,6.3,2.4,43.8,39.0,90.7,105.7,5.1,49.1,5.5,137.4,46.7,67.4,53,51,11.96,7.285,9.433,20,0,118.8,113.3,141.4,101.6,3.8,4.3,40.0,0.0,100,5.0,49.0,56,17.0,56.26,80.02,54.77,54.83,16.67,42.03,233.4,Normal
54.74,54.9,50.68,50.6,84.14,84.0,88.23,87.8,86.61,63.89,54.64,54.83,45.54,18.07,252.8,-225.4,36.44,35.49,1.744,0.7924,46.03,2.783,1.263,267.1,215.0,6.9,2.4,43.5,38.7,90.5,105.2,4.5,49.5,5.8,137.8,46.9,65.9,53,51,14.02,8.753,9.433,20,0,118.5,113.3,140.9,100.8,3.8,4.5,0.0,0.0,100,15.0,49.0,56,17.72,56.3,78.34,55.09,55.08,19.68,41.86,229.6,Normal
46.84,47.0,39.91,39.9,65.02,64.8,71.61,71.2,70.07,60.57,46.61,47.09,73.37,17.17,105.7,-49.51,62.42,60.36,4.333,2.271,48.2,4.553,0.7722,267.2,216.0,3.7,4.2,36.2,31.6,75.0,79.4,6.4,38.7,2.5,102.8,27.7,47.7,55,53,9.708,3.763,9.199,20,0,108.2,106.3,131.0,98.6,6.2,7.1,46.37,0.0,100,50.0,48.0,56,60.0,59.05,62.95,49.12,48.28,105.6,104.0,114.6,Normal
