TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,fault type
60.76,60.9,50.43,50.3,75.83,75.9,85.45,85.3,83.09,75.76,60.04,60.89,105.9,25.98,80.6,-0.7303,92.39,85.95,7.599,1.158,70.77,4.59,0.766,264.1,214.6,9,5.7,41.2,36.4,91.2,106.7,10,46.8,5.5,114.7,23.5,69.9,84,80,23.45,6.3,6.496,20,0,118.3,114,134.5,96.9,9.6,10.6,77.18,28.12,100,100,57,56,51.62,59.25,70.52,66.19,63.47,55.32,67.05,-17.53,F2
58.02,58.2,49.45,49.3,68.91,68.9,76.85,76.7,74.41,68.93,56.73,58.19,88.25,27.15,60.93,0.1733,76.71,65.14,13.1,1.525,55.56,4.854,0.7243,266.7,214.8,8.9,4.8,40.4,35.4,81.3,89.4,7.7,46.4,6.2,109.2,27.9,53.8,65,62,15.02,4.841,8.219,20,0,117.1,113.6,131,94.6,7.8,8.9,90,100,100,100,56,56,60,55.65,61.76,67.38,62.73,106.6,67.7,-18.44,F2
56.01,56.1,49.86,50,65.55,65.4,71.28,70.9,69.9,65.44,55.82,56.22,63.94,15.38,49.76,-1.197,55.2,53.51,3.58,1.894,43.03,4.51,0.7796,267.8,215.2,9.2,3.5,40.8,35.8,74.4,78,5.5,47.8,7,110.7,36.5,42.1,50,48,12.28,5.461,9.8,20,0,114.5,110.3,130.5,93.8,5.6,6.1,50,0,100,80,56,56,50,55.77,62.05,57.96,57.12,58.82,85.93,-20.19,F2
46.68,46.8,40.07,39.9,65.1,64.8,71.45,71.2,70.15,60.57,46.65,46.89,70.88,14.49,107,-50.6,59.01,58.8,2.105,1.888,47.31,4.386,0.8016,268.1,214.4,3.9,3.5,36,31.4,74.7,78.4,6.1,38.7,2.7,103.3,28.6,47,54,52,5.583,2.24,9.315,20,0,110.3,107.1,127.5,95.6,6.2,6.9,30,0,100,50,48,56,50,57.49,62.62,47.4,47.3,67.77,50.52,120.8,F2
46.1,46.3,39.66,39.8,70.83,70.6,76.97,76.8,75.55,60.78,46,46.36,69.04,15.96,166.2,-113.1,58.07,57.11,3.231,2.274,50.33,4.056,0.8668,269.9,216.3,4.4,3.6,35.4,30.9,80.4,87.4,6.1,38.4,2.8,108.6,28.2,56.6,57,55,11.76,4.845,8.971,20,0,111.8,108.2,128.5,96.7,6.4,6.5,35,0,100,33,48,56,46.17,60.56,67.78,47.68,47.13,53.07,77.55,177.1,F2
53.19,53.3,50.43,50.4,75.83,74.6,78.65,78.3,77.44,59.02,53.04,53.36,31.37,13.5,204.7,-186.8,24.79,23.47,2.855,1.532,36.97,2.358,1.491,266.7,215.7,7.1,1.4,43.3,38.5,79.8,85.9,3,50.3,6.8,145.1,65.3,47.2,44,43,13.83,12.54,10.46,20,0,124,118.1,131,91,3.7,2.9,80,50,100,27.76,48,56,40,56.71,70.52,55.05,54.05,23.46,68.49,236.1,F2
43.52,43.4,40.28,40.2,71.2,70.9,74.6,74.6,73.51,52.71,43.5,43.78,38.09,12.25,233.2,-207.4,29.02,28.8,2.47,2.253,39.44,2.587,1.359,269.1,214.3,3.3,2.3,36.9,32.2,76.9,81.9,4.1,39.9,3,125.2,48.6,49.2,44,42,7.547,5.635,10.6,20,0,116,111.3,128,94.8,3.7,3.5,20,0,100,22.76,48.14,56,34,60.56,67.21,43.96,43.98,44.23,59.29,235.9,F2
51.59,51.7,45.07,45.1,66.41,66.4,72.51,72.3,71.09,63.4,51.36,51.76,68.62,15.97,86.57,-33.92,58.33,56.28,3.57,1.523,46.24,4.435,0.7928,270,214.5,6.6,3.7,38.3,33.5,76,80.4,5.9,43,4.7,107.5,31.6,46.2,52,50,10.05,4.163,9.553,20,0,112.4,109.2,128.5,94.7,5.9,6.8,45,0,100,55,49,56,60,60.11,63.73,53.41,52.74,106,85.68,94.48,F2
56.09,56.3,49.94,50.1,65.63,65.6,71.32,71.1,69.94,65.53,55.91,56.27,63.42,15.37,49.25,-1.196,55.42,53.73,3.227,1.534,42.89,4.543,0.774,267.5,216,9.4,3,40.6,35.6,74.1,77.5,5.8,47.8,7,110.9,36.8,42.2,50,48,14.75,6.616,9.8,20,0,114.7,111.3,128,92.1,5.7,6.2,50,0,100,80,56,56,50,55.65,61.96,57.88,57.16,58.38,77.46,-24.3,F2
44.63,44.8,41.18,41,80.66,80.7,84.22,84,83.09,54.68,44.69,44.88,40.25,12.81,321.2,-293.8,31.13,31.65,1.755,2.273,43.18,2.535,1.387,271.3,216.3,3,2,38,33.2,86,97.3,4.3,40.5,2.8,133.5,47.8,64.8,51,49,11.1,7.845,9.675,20,0,116.9,111.1,131.5,97.5,3.3,3.8,10,0,100,8,49,56,23,60.64,76.38,45.1,45.13,19.53,42.11,244.6,F2
60.93,61.1,51.04,50.9,85.41,85.3,94.78,94.8,92.42,77.93,60.49,61.1,104.3,26.26,161.2,-83.16,88.83,84.93,5.43,1.531,80.2,3.894,0.9028,266.9,215.7,8,5.9,43.2,38,100.4,125.1,10.3,47.7,4.8,124,23.6,87.6,95,91,25.96,7.081,5.533,20,0,119.5,114,139.4,100.2,9.5,10.2,65,0,100,46,49,56,27,58.43,79.9,64.88,62.81,29.36,63.11,126.2,F2
51.63,51.9,45.11,45.1,66.41,66.4,72.47,72.2,71.05,63.4,51.4,51.8,68.54,16.06,86.59,-34.11,58.15,56.11,3.56,1.518,46.18,4.427,0.7941,271.5,213.9,6.8,3.8,38.3,33.5,76,80.4,6,43,4.7,107.3,31.5,46.5,52,50,9.633,3.997,9.553,20,0,112.4,109.4,129,94.8,6,6.8,45,0,100,55,49,56,60,60.11,63.64,53.46,52.78,109.1,85.44,95.59,F2
64.24,63.9,55.22,54.9,85.41,85.1,93.76,93.7,91.56,78.83,63.97,64.29,92.35,24.3,140.8,-72.73,81.44,79.01,2.867,0.4295,71.13,4.026,0.8734,265.4,216.6,8.8,3.1,45.9,41.2,97,118.1,7.3,52.2,6.3,125.2,28.8,76.9,84,80,32.79,10.1,6.496,20,0,117.8,110.9,140.9,98.8,8.8,9.2,45,0,100,46,49,56,27,58.47,79.28,65.62,65.03,28.02,68.8,116.5,F2
50.32,50.4,42.16,41.9,75.91,76.7,83.16,84.2,82.11,67.29,50.22,50.53,81.48,11.82,166.6,-96.98,73.05,72.1,2.842,1.891,62.22,4.128,0.8518,269.9,214.8,4.3,4.1,38,33.2,88.3,101.3,8.3,40.5,2.8,110.7,22.4,68.3,73,70,32.61,11.38,7.424,20,0,115.3,111.3,132.5,98.3,7.4,8.4,45,0,100,37.71,49,56,21.32,60.19,75.68,51.9,51.35,18.31,68.21,153.1,F2
51.8,51.9,44.78,44.8,76.2,76.4,82.87,82.8,80.71,64.42,50.91,51.97,74.22,23.99,181.2,-131,62.96,55.02,9.462,1.529,55.63,3.979,0.8837,267,215.3,5.6,3.5,39.2,34.3,86.3,97.8,6.4,42.9,3.5,114.5,28.4,63.5,64,61,16.01,6.134,8.323,20,0,115.1,110.9,132,97.4,6.6,7.3,75,0,100,30,48,56,52,59.05,69.01,58.9,55.57,57.8,68.11,185.9,F2
54.54,54.7,47.97,47.2,64.9,66.2,70.59,72.5,69.54,64.34,54.19,54.71,64.97,12,59.34,-6.368,59.13,55.96,4.703,1.535,49.87,4.169,0.8434,274.1,216.1,6.5,4.4,40.8,35.8,76.9,81.9,9,45.9,5.1,112.2,35.1,45.6,55,53,29.34,12.84,9.199,20,0,116.4,111.8,129.5,92.9,6.3,7.4,50,0,100,71.44,54.1,56,17,55.57,64.99,58.08,56.39,30.55,66.54,15.59,F2
46.43,46.6,39.82,39.8,71.16,70.9,77.42,77.3,75.96,61.06,46.28,46.64,69.85,16.29,166.2,-112.6,59.23,57.91,3.214,1.895,51.28,4.061,0.8657,267.7,215.2,4.2,3.7,35.6,31.1,81,88.4,6.3,38.4,2.8,109,28,57,58,56,13.93,5.671,8.86,20,0,111.3,107.7,129.5,97.6,6.4,6.8,35,0,100,33,48,56,49.16,60.6,67.66,47.97,47.42,55.42,77.13,174.4,F2
48.72,49.6,41.54,41.5,68.01,67.6,74.72,74.7,74.04,64.5,48.82,49.06,76.51,7.777,108.7,-39.95,64.91,65.8,2.131,3.021,53.21,4.289,0.8198,273.5,217,5.5,4.3,36,31.4,79.2,84.9,7,39.8,3.6,108.6,29.4,53.5,61,59,12.44,4.626,8.534,20,0,115.6,111.6,127.5,95.1,7,8.1,65,0,100,90,57,56,85.03,60.6,69.54,49.24,49.06,20.88,51.13,107.9,F2
54.87,54.9,46.5,46.4,80.62,81.2,88.03,88.7,86.49,70.4,54.23,55,83.56,17.39,181.4,-115.3,75.24,69.5,6.906,1.164,66.59,3.973,0.885,270.7,215.8,6,2.5,40.4,35.4,91.2,106.7,6.7,43.9,3.6,116,25,71.3,78,75,37.33,12.71,6.952,20,0,115.7,111.6,135.5,99.4,7.7,8.6,60,0,100,35,49,56,25,55.81,76.91,59.92,57.57,19.79,70.48,167,F2
55.48,55.6,49.12,49.1,85.49,85.3,91.63,91.4,90.01,69.17,55.29,55.69,68.46,18.11,232.3,-182,57.22,55.53,3.594,1.901,59.57,3.377,1.041,267.6,215.9,6.8,3.4,42.3,37.4,94.8,113.7,6.8,47.2,4.9,127.4,32.7,76.3,69,66,20.05,8.331,7.814,20,0,119.9,114.7,135,97,6.1,6.5,49.89,0,100,25,49,56,22,58.47,80.59,57.39,56.55,19.65,86.24,203.6,F2
48.36,48.3,45.35,45.4,75.67,75.6,78.78,78.4,77.6,55.9,48.33,48.57,34.66,13.08,241.8,-220.2,26.79,26.58,2.102,1.885,37.1,2.539,1.385,267.5,214.1,5.1,1.7,40.3,35.3,80.1,86.9,3.1,44.8,4.4,136.5,56.4,52.1,43,41,9.445,7.75,10.74,20,0,116.2,111.1,131,94.3,2.7,2.9,20,0,100,10,48,56,25,59.33,71.01,48.79,48.81,26.88,50.46,238.1,F2
52.61,52.7,49.77,49.8,75.79,75.7,78.65,78.4,77.48,58.61,52.43,52.78,31.77,13.02,209.3,-190.6,25.44,23.76,3.212,1.526,35.76,2.501,1.406,266.2,215,6.5,1.7,43.3,38.5,80.1,86.9,3.4,49.5,6.2,142.6,62.2,47.9,42,40,13.52,12.1,10.89,20,0,120.7,114.9,132,92,2.7,2.9,45,0,100,10,47,56,23.61,56.71,70.24,54.15,53.52,23.1,77.09,236,F2
60.43,60.6,51.25,50.9,74.27,74.4,83.03,83.3,80.92,74.25,59.96,60.52,95.99,23.18,73.08,-0.2779,82.44,78.18,5.055,0.7945,65.74,4.409,0.7974,263,215.4,8.9,5.3,42,37.1,88.6,101.8,9.7,47.8,5.7,114.7,26.3,65.1,76,73,18.11,5.365,7.139,20,0,123.5,118.3,135,98.1,8.7,9.6,67.52,21.68,100,100,57,56,38.34,59.21,70.97,64.06,62.24,47.29,66.69,-18.33,F2
43.61,43.6,39.87,39.9,65.92,65.3,69.89,69,68.51,53.2,43.62,43.9,44.58,15.48,171.9,-142.8,33.59,33.74,2.484,2.633,36.3,3.254,1.081,269.5,215.5,2.9,2.6,36.9,32.2,71.6,73.5,2.8,39.4,2.3,113.3,41.7,41.1,42,40,-2.319,-1.48,10.89,20,0,110.3,106.9,125.1,91.7,3.7,3.7,25,0,100,22,47,56,53,56.83,60.61,44.2,44.23,98.31,59.62,216.6,F2
44.55,44.6,41.05,40.9,80.82,80.7,84.51,84.3,83.29,54.68,44.61,44.8,41.39,13.65,321.6,-293.8,31.41,31.93,1.75,2.267,43.61,2.532,1.389,269.7,215.7,3.2,2,37.7,33,86.3,97.8,4.4,40.5,2.8,132.9,47.2,64.9,51,49,8.524,5.858,9.675,20,0,117.6,112.2,130.5,96.7,3.6,3.7,15,0,100,8,49,56,23,60.64,76.09,45.02,45.08,21.21,42,242.9,F2
44.38,44.1,40.4,40.1,81.48,81.3,85.86,85.4,83.99,54.88,44.28,44.51,49.53,21.15,329.2,-300.8,35.54,34.6,2.102,1.155,47.72,2.619,1.343,271.4,214,3.2,2.6,36.9,32.2,88,100.8,4.4,39.8,2.7,129,40.7,67.6,54,52,-1.443,-0.8287,9.315,20,0,115.1,110.3,130.5,98.1,4.2,4,20,0,100,8,49,56,33,60.56,73.76,44.86,44.96,38.46,50.45,242.9,F2
56.01,56.3,49.86,50,65.59,65.6,71.28,71.1,69.94,65.53,55.82,56.18,63.55,14.94,49.35,-0.7407,55.39,53.7,3.226,1.533,42.99,4.531,0.776,268.1,215.9,9,3.3,40.8,35.8,74.4,78,5.8,47.7,6.9,110.7,36.3,42.1,50,48,14.31,6.404,9.8,20,0,114.7,110.9,128.5,91.3,5.7,6.5,50,0,100,80,56,56,50,55.69,62.13,57.84,57.12,55.67,77.42,-23.63,F2
56.34,56.6,49.98,50,76.12,76,82.13,81.8,80.18,67.12,55.62,56.59,66.87,21.69,145.1,-99.94,57.12,50.65,8.734,2.265,51.01,3.937,0.8931,266.7,215.5,7.8,3.7,42.3,37.4,85.5,96.3,6.4,48,5.7,119,33.7,59.6,58,56,16.71,7.106,8.86,20,0,117.1,112.4,132.5,93.8,5.8,6.5,80,0,100,32,47,56,42,57.53,69.38,62.95,59.62,43.95,62.86,173.6,F2
47.13,47.2,41.01,40.9,81.03,80.8,87.05,86.8,85.42,61.8,46.98,47.42,66.9,18.06,262.6,-213.8,54.45,53.14,3.921,2.611,57.44,3.333,1.055,266.8,213.7,4.4,3.4,36.5,31.9,90.5,104.7,6.3,39.8,3.1,120.7,29.9,72.6,67,64,13.68,5.818,8.015,20,0,114.7,109.8,131.5,98.3,5.8,6.3,38.97,0,100,23,49,56,26,60.48,75.89,48.95,48.32,28.13,94.11,212.8,F2
53.15,53.2,50.35,50.1,75.62,75.7,78.45,78.6,77.27,58.89,52.92,53.28,31.35,13.03,204.1,-185.8,25.18,23.12,3.225,1.164,35.61,2.486,1.414,266.5,215.9,6.3,1.5,44,39.2,80.1,86.9,3.7,50.1,6.1,145.4,65,47.7,42,40,13.92,12.63,10.89,20,0,122,115.7,130,89.5,2.7,2.9,45,0,100,10,47,56,23.21,56.75,71.01,54.6,54.05,21.93,77.4,236.3,F2
56.22,56.3,50.06,50.1,65.63,65.4,71.36,71.1,69.94,65.53,55.99,56.35,63.53,15.74,48.98,-1.189,55.24,53.18,3.217,1.162,43.01,4.515,0.7787,266.1,215.3,9.3,3.3,40.8,35.9,74.4,78,6,47.7,6.7,110.9,36.5,42.1,50,48,13.86,6.205,9.8,20,0,115.1,111.3,128,90.9,5.5,6.2,50,0,100,80,56,56,50,55.61,61.96,57.96,57.25,59.4,77.2,-22.81,F2
47.05,47,40.93,40.7,81.11,80.8,87.13,87,85.46,61.76,46.86,47.3,67.8,18.76,267.1,-218,54.98,53.29,3.959,2.269,57.65,3.353,1.048,270.4,215.8,4.2,3.5,36.7,32.1,90.5,105.2,5.6,39.6,3.1,120.4,29.9,72.6,66,63,12.59,5.281,8.116,20,0,114.9,110.1,133,99.8,6,6.3,37.51,0,100,23,49,56,26,60.52,76.05,48.79,48.16,28.99,95.02,216.5,F2
56.42,56.8,52.64,52.8,85.04,84.9,88.81,88.5,87.59,65.2,56.44,56.63,42.36,13.67,252,-223.3,33.63,33.78,1.731,1.879,44.52,2.656,1.324,270,213.4,8.5,2.2,44.3,39.5,90.7,105.7,4.9,51.2,7.1,142,51,66.9,51,49,13.81,9.271,9.675,20,0,120.9,115.3,137,96.5,3.6,4,0,0,100,15,49,56,17.17,58.55,81.05,56.85,56.84,14.58,41.56,233.8,F2
56.5,56.8,50.14,50.3,76.12,76,82.17,81.8,80.14,67.21,55.74,56.67,67.11,22.53,143.3,-98.71,57.12,50.29,8.367,1.531,50.92,3.944,0.8914,265.9,215.5,8,3.7,42.1,37.2,85.5,96.3,6.3,48,5.9,119.2,33.8,58.9,58,56,15.8,6.696,8.86,20,0,117.1,112.7,133,94.3,5.8,6.7,80,0,100,32,47,56,42,57.37,68.97,62.75,59.78,46.61,67.71,172.6,F2
59.04,58.5,50.72,50.3,76.16,76,84.18,83.8,81.41,71.22,58.24,59.05,88.65,30.61,112.6,-54.57,74.84,67.63,7.27,0.05898,60.52,4.348,0.8086,265.2,215.7,7.7,4.5,42.4,37.5,88.3,101.3,7.6,47.5,5.1,115.1,27,63.6,71,68,11.96,3.837,7.617,20,0,117.4,113.1,135,96.8,7.8,8.4,80,0,100,43.1,47.31,56,54,58.68,67.66,64.51,61.83,81.83,65.13,105.9,F2
48.23,49,41.42,41.4,68.13,67.9,74.52,74.7,73.71,63.48,48.37,48.61,71.3,8.991,114.2,-51.94,61.03,62.28,2.112,3.361,52.33,4.101,0.8574,268,215,5.4,4.2,36,31.4,79.2,84.9,7.2,39.6,3.6,110.1,30.6,53.5,60,58,16.24,6.479,8.641,20,0,115.7,111.8,127.5,94.9,6.8,7.6,15,0,100,60,50,56,22,60.6,69.34,48.66,48.57,24.71,50.68,121.9,F2
59.04,58.9,51.78,52,87.99,87.2,95.03,93.7,92.75,72.81,58.57,59.09,78.62,25.45,222.6,-169.5,65.04,60.79,4.677,0.4261,61.76,3.703,0.9495,268,214.9,9.2,3.8,43.1,38.2,97.5,119.1,6.5,49.5,6.7,128.7,31.5,80.7,72,69,13.99,5.061,7.52,20,0,119.5,114.7,139.4,100.4,6.7,6.9,10.84,0,100,25,49,56,42,58.43,77.81,60.17,60.19,31.52,112.3,194.8,F2
48.85,49,45.43,45.4,85.04,84.9,88.56,88.5,87.26,57.99,48.74,49.06,39.42,14.52,327.8,-303,30.64,29.68,2.851,1.897,44.45,2.423,1.451,268.8,215.4,4.3,2.2,41,36.1,90.7,105.7,4.9,45.1,3.6,140.4,50,68.4,51,49,13.57,9.794,9.675,20,0,122.5,115.7,134,96.9,3.7,3.6,30,0,100,5,49,56,19,56.38,79.9,49.73,49.55,14.82,68.41,244.5,F2
43.77,43.8,40.19,40.1,64.98,65,68.62,68.4,67.57,52.79,43.79,43.98,41.06,11.85,166.6,-137.4,32.04,32.19,1.745,1.894,35.85,3.143,1.119,270.5,215,3.9,2.5,36.2,31.6,70.9,72.5,3.6,39.8,3.5,117.4,46.5,40.3,42,40,4.149,2.874,10.89,20,0,113.3,109.2,124.1,92.4,3.4,3.7,25,0,100,22,47,56,53,56.38,61.39,44.37,44.31,56.78,41.88,218.3,F2
50.94,51.1,44.74,44.6,85.33,85.1,91.3,91.2,89.19,63.52,50.22,51.11,67.06,23.74,288,-244.7,55.62,49.16,7.995,1.529,60.27,3.245,1.084,269.3,215.4,5.1,3.1,39.5,34.6,94.3,112.7,6.3,43,3.5,126.3,32.3,77.9,69,66,20.05,8.505,7.814,20,0,118.5,112.9,135,99.1,6.3,6.5,65,0,100,20,49,56,27,56.06,77.07,56.65,54.05,27.11,73.87,223.4,F2
51.67,51.7,45.02,44.9,66.9,66.5,73.29,72.8,71.66,63.81,51.48,51.88,72.11,18.34,88.74,-34.97,59.77,58.08,3.591,1.9,47.2,4.452,0.7898,271,215.8,6.4,3.5,38.5,33.7,76.3,80.9,5.7,42.9,4.4,107.1,30.8,47.1,53,51,3.808,1.502,9.433,20,0,113.1,109.8,129,94.2,6.3,7,45,0,100,55,49,56,67,59.99,63.32,53.58,52.86,132.3,86.19,93.64,F2
52.82,52.8,50.02,50,75.83,75.9,78.73,78.6,77.48,58.77,52.63,53.03,32.4,14,208.6,-190.2,25.09,23.4,3.58,1.894,35.86,2.46,1.429,267.6,215.1,6.5,1.8,43.5,38.7,80.4,87.4,3.7,49.6,6,141.7,61.9,47.7,42,40,10.15,8.912,10.89,20,0,119.7,114,131,91.2,2.7,2.8,45,0,100,10,47,56,28.01,56.79,69.99,54.36,53.77,25.47,85.92,237.6,F2
53.11,53.3,50.39,50.4,75.79,75.7,78.53,78.3,77.4,58.93,52.96,53.32,30.49,12.6,205.3,-187.5,24.29,22.98,3.205,1.889,35.26,2.422,1.451,266.9,214.6,7.5,1.8,43.1,38.2,80.1,86.9,3.6,50.1,6.6,144.7,65,47.9,42,40,13.46,12.55,10.89,20,0,123.5,116.9,131.5,91.9,2.6,2.7,45,0,100,10,47,56,22.54,56.71,70.73,54.6,54.05,21.58,76.93,237.1,F2
44.63,45.8,40.56,40.9,69.69,68.6,73.78,72.8,73.18,56.56,44.81,45.17,46.07,6.761,187.1,-147.8,36.16,37.77,3.187,4.79,39.92,3.186,1.104,270.2,213.3,3.7,2.5,37.2,32.5,75.3,79.4,2.8,40.1,3.2,122.5,47.5,46.5,47,45,5.083,3.138,10.19,20,0,115.7,111.8,125.6,92.2,4.4,4.9,20,0,100,36.55,48.83,56,22,60.56,68.23,45.14,45.17,21.16,76.49,215.6,F2
55.6,55.6,49.32,49.3,85.57,85.4,91.67,91.2,89.97,68.97,55.42,55.77,68.02,19.03,234.2,-185.2,56.16,54.47,3.206,1.524,61.86,3.192,1.102,267.7,214.6,6.9,7.3,42.4,37.5,98.5,121.1,10.2,47.3,4.9,132.9,34.4,84.6,71,68,20.16,8.429,7.617,20,0,117.8,112,151.4,114.9,5.9,6.5,51.15,0,100,25,49,56,25,58.92,79.61,57.39,56.67,22.07,76.95,205.4,F3
43.57,43.6,39.99,40.1,66.29,66.1,70.05,69.5,68.92,53.08,43.58,43.86,42.13,12.68,177.3,-147.8,31.91,32.06,2.468,2.616,37.61,2.983,1.179,268.6,214.1,2.9,6.5,37.2,32.5,76,80.4,7.7,39.8,2.6,122.7,46.7,48.5,43,41,1.678,1.133,10.74,20,0,109.4,105.5,141.9,108.1,3.4,3.5,25,0,100,22,47,56,60,60.23,62.66,43.96,44.02,125.3,59.24,220,F3
51.34,51.4,44.53,44.6,76.2,76.2,82.79,82.3,80.63,64.18,50.58,51.47,73.11,23.92,182.6,-133.4,60.88,54.08,7.962,1.157,57.79,3.704,0.9492,266.3,214.5,5.3,8.2,39.1,34.2,90.5,105.2,10.8,42.7,3.8,120.2,29.4,70.9,66,63,14.8,5.758,8.116,20,0,112,107.5,147.9,113.2,6.1,7,75,0,100,30,48,56,52,59.7,68.72,57.1,54.42,63.66,71.33,187.4,F3
55.69,55.8,49.36,49.3,85.62,85.4,91.75,91.4,89.93,69.05,55.46,55.81,68.63,20.44,233.4,-185.2,56.52,54.48,3.206,1.159,62.08,3.201,1.098,268.3,214.6,6.9,7.1,42.6,37.7,98.5,121.1,10.5,47.3,4.9,133.2,34.7,84.4,71,68,19.51,8.084,7.617,20,0,117.8,112.2,150.9,112.4,6,6.3,52.15,0,100,25,49,56,25,58.92,79.61,57.47,56.75,23.72,76.95,205.6,F3
50.08,49.8,45.35,45.1,66.9,67,71.53,71.5,69.99,59.18,49.97,50.16,51.37,17.13,120,-85.79,42.6,41.65,1.757,0.7985,41.54,3.606,0.975,266.6,216.5,6,7.5,38.9,34.2,78.9,84.9,9.7,44.1,4.8,119.5,40.3,50.6,48,46,10.71,5.928,10.06,20,0,109.6,106.1,144.9,109.4,4.5,4.7,0,0,100,27.59,47.17,56,67,59.41,62.33,50.43,50.45,140.9,42.16,174.1,F3
50.49,51.2,45.56,45.6,74.03,73.9,78.94,79.1,77.97,62.62,50.71,50.98,54.84,10.82,171.4,-127.4,44.12,46.1,2.477,4.458,49.51,3.134,1.122,268,214.9,5,7.2,40.6,35.6,86.3,97.8,9.8,44.4,3.8,131.2,44.9,61.7,55,53,11.82,6.131,9.199,20,0,118.8,112.9,146.9,110.6,5.2,5.6,20,0,100,38.62,48,56,17,59.78,72.82,50.96,50.94,19.92,59.44,195.9,F3
55.77,56,49.41,49.5,85.57,85.4,91.67,91.4,89.93,69.05,55.58,55.94,68.44,19.6,234.3,-185.4,57.06,55.37,3.216,1.528,61.98,3.237,1.086,269.3,215.3,7.1,7.3,42.4,37.5,98.7,121.6,10.5,47.5,5.1,133.2,34.2,84.4,71,68,21.96,9.127,7.617,20,0,117.8,112,150.9,112.4,6,6.5,50,0,100,25,49,56,25,58.92,79.28,57.75,56.88,23.11,77.18,205.7,F3
43.52,43.4,40.28,40.2,71.33,71.1,74.84,74.7,73.55,52.55,43.46,43.74,39.48,14.55,235.6,-210.7,28.84,28.27,2.455,1.876,39.17,2.589,1.358,269.3,213,3,6.3,37.2,32.5,81,88.4,8.3,40.1,2.7,130.9,49.7,56.4,45,43,1.759,1.267,10.46,20,0,112.4,107.5,142.4,108.7,3.5,3.2,25,0,100,15,48,56,40.69,60.03,66.59,43.92,43.94,53.2,58.92,237,F3
49.46,49.6,41.75,41.5,79.92,80,87.25,87,85.54,66.47,49.31,49.67,81.59,19,212.4,-149.8,68.87,67.55,3.202,1.887,67.6,3.582,0.9816,267.2,214.3,3.9,7,37.6,32.9,94,112.2,10,40.2,2.6,121.2,26.9,79.3,78,75,22.88,7.977,6.952,20,0,112,108.4,146.9,113.4,7.1,8.1,45,0,100,32,49,56,30.54,59.62,75.19,51.16,50.53,29.28,76.84,182.2,F3
54.29,54.5,50.31,50.3,65.67,65.3,69.6,69.2,68.27,61.6,54.27,54.55,43.78,14.91,74.33,-45.45,35.63,35.41,2.473,2.255,37.26,3.362,1.046,267.4,214.5,8.8,6.5,41.6,36.6,75.7,79.9,7.9,49.1,7.8,126.6,50.6,44.3,43,41,8.582,5.575,10.74,20,0,112.7,108.8,143.4,105.7,3.9,4.2,30,0,100,40,47,56,67,59.17,61.68,54.97,54.79,142.6,59.34,140,F3
54.74,55.5,46.95,46.8,78.7,78.3,86.35,85.8,84.85,71.42,54.84,55.08,84.55,16.58,148.3,-80.33,69.42,70.29,2.099,2.976,65.89,3.704,0.9492,265.1,213.7,6.7,9.4,40.3,35.3,94.8,113.7,11.8,44.6,4.3,123,28.2,78.4,77,74,12.66,4.26,7.045,20,0,118.3,112.7,147.9,111.3,7.3,8.5,0,0,100,51.19,49.78,56,27.36,59.74,75.8,55.22,55.12,24.78,50.37,139.4,F3
60.07,60.2,50.88,50.6,85.41,85.3,94.25,93.9,92.06,76.95,59.88,60.28,98.58,24.5,168.4,-94.32,82.38,80.7,3.582,1.895,81.23,3.566,0.986,267.6,215.2,8.2,7.9,42.4,37.7,101.8,128,11.5,47.7,4.9,129.6,27.8,90.3,96,92,24.28,7.004,5.448,20,0,116.2,110.5,154.3,115.9,8.6,9.4,55,0,100,43,49,56,27,59.17,79.41,62.01,61.14,29.05,85.97,139.4,F3
56.95,56.6,50.14,49.8,86.23,86,92.78,92.5,90.5,69.87,56.64,56.92,73.03,25.42,230.1,-182.5,61.07,58.28,2.48,-0.3078,65.83,3.262,1.078,267.6,215.2,6.7,7.9,43.2,38.2,100.2,124.6,10.8,47.8,4.7,133.2,33,87.1,75,72,23.78,9.262,7.233,20,0,116.7,111.3,151.8,112.3,6.7,6.8,36.84,0,100,25,49,56,29,59.05,77.32,57.96,57.57,33.38,59.52,199.8,F3
45.86,46.3,39.58,39.6,70.83,70.8,77.01,76.5,75.51,60.49,45.83,46.19,69.13,16.79,168,-115.7,56.03,55.81,3.199,2.982,52.8,3.731,0.9423,268.4,214.1,4,8.1,35.8,31.3,84.6,94.8,10.7,38.5,2.7,114,29.4,63.5,59,57,6.734,2.771,8.75,20,0,109.4,105.7,145.9,113.7,5.7,6.7,35,0,100,33,48,56,46.7,59.91,66.92,47.31,46.93,57.46,76.76,179.3,F3
