TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,fault type
55.6,55.5,51.37,51.2,85.41,85.3,89.54,89.2,88.04,64.75,55.54,55.69,46.5,16.89,262.1,-232.4,37.98,37.4,1.38,0.7945,47.37,2.819,1.247,270.0,215.4,7.4,2.6,43.8,39.0,92.0,108.2,5.6,50.1,6.3,138.4,46.4,69.4,54,52,17.4,10.64,9.315,20,0,118.8,113.1,138.5,98.2,3.9,4.3,0.0,0.0,100,15.0,49.0,56,17.86,55.57,80.14,55.91,55.89,16.49,33.12,231.5,F6
56.01,56.1,49.86,50.0,65.47,65.4,71.16,70.6,69.74,65.28,55.74,56.06,63.86,15.93,50.05,-2.123,55.5,53.06,2.862,0.4283,42.85,4.554,0.7721,269.4,216.3,8.2,4.4,41.8,36.9,75.0,78.9,5.8,48.0,6.2,110.9,35.9,42.2,50,48,13.45,5.992,9.8,20,0,112.4,109.2,131.0,93.1,5.3,6.1,50.0,0.0,100,80.0,56.0,56,50.0,54.75,61.88,57.96,57.12,53.58,68.69,-16.22,F6
57.0,57.1,50.47,50.6,75.95,76.0,82.09,81.8,79.94,67.29,56.03,57.12,68.46,24.04,141.0,-96.61,58.75,50.06,9.864,1.165,51.48,4.013,0.8761,267.6,216.1,9.0,3.9,41.6,36.7,85.7,96.8,6.4,48.2,6.2,119.7,34.2,59.7,58,56,17.36,7.213,8.86,20,0,114.5,110.3,138.5,100.6,5.8,6.5,75.0,0.0,100,32.0,47.0,56,42.0,55.03,68.64,63.9,60.52,42.41,70.14,172.6,F6
49.58,49.5,41.95,41.9,68.13,67.8,75.5,74.9,73.47,63.52,49.23,49.71,82.05,22.65,110.8,-51.35,68.38,65.22,4.313,1.16,53.31,4.509,0.7797,267.3,215.1,5.6,4.6,36.3,31.7,79.5,85.9,7.6,39.8,3.6,106.1,26.3,54.2,61,59,5.225,1.811,8.534,20,0,108.8,106.5,131.0,98.3,7.3,7.6,31.56,0.0,100,50.0,48.0,56,70.0,59.54,63.56,51.33,50.9,135.1,103.5,109.9,F6
49.67,49.5,41.99,41.9,68.21,67.8,75.62,74.7,73.51,63.72,49.27,49.8,82.51,23.56,108.9,-49.98,68.58,65.07,4.669,1.158,53.43,4.513,0.779,267.3,214.6,5.6,4.8,36.3,31.7,79.5,85.9,7.3,39.6,3.3,106.1,26.4,55.3,60,58,4.459,1.537,8.641,20,0,108.8,106.3,132.5,100.3,6.9,7.6,31.45,0.0,100,50.0,48.0,56,70.0,59.54,63.6,51.49,51.02,139.1,112.1,107.6,F6
53.52,53.8,50.14,50.3,85.66,85.4,89.05,88.9,87.67,61.35,53.37,53.73,38.14,15.48,295.6,-272.9,30.13,28.81,3.203,1.888,43.15,2.455,1.432,269.5,214.4,6.5,2.3,43.8,39.0,91.2,106.7,4.9,49.5,5.7,145.4,54.6,67.2,49,47,14.99,11.18,9.926,20,0,122.2,115.6,139.0,99.2,3.5,3.5,40.0,0.0,100,5.0,49.0,56,20.0,55.69,80.19,54.89,54.34,15.16,76.86,243.2,F6
48.27,48.2,45.11,44.9,76.03,76.0,79.43,79.2,77.97,55.95,48.21,48.44,38.14,16.4,247.3,-225.6,28.34,27.76,2.108,1.524,38.62,2.58,1.363,269.5,214.7,3.9,2.1,41.0,36.1,81.3,88.9,4.0,44.6,3.6,134.7,53.4,53.5,45,43,4.157,3.1,10.46,20,0,114.0,109.4,134.0,96.8,3.3,3.3,20.0,0.0,100,10.0,48.0,56,29.0,58.1,70.32,48.79,48.81,32.22,50.59,239.3,F6
53.72,53.8,49.77,50.0,64.36,64.0,67.97,67.8,66.83,60.57,53.61,53.85,40.68,12.8,70.72,-42.84,35.32,34.37,2.11,1.159,35.18,3.531,0.9959,271.1,214.9,8.4,3.4,41.6,36.7,71.2,73.0,5.0,48.8,7.3,123.5,52.3,35.9,40,39,16.36,11.44,11.04,20,0,114.7,110.1,128.5,90.9,3.6,3.8,30.0,0.0,100,40.0,47.0,56,67.0,59.21,61.51,54.52,54.17,133.2,50.64,139.3,F7
54.7,54.9,47.03,46.8,68.01,69.2,74.56,76.4,73.63,67.21,54.39,54.83,74.4,10.54,72.99,-9.127,68.78,65.99,3.949,1.161,54.65,4.425,0.7946,272.6,215.2,6.2,6.2,40.4,35.6,82.6,91.3,11.5,44.9,4.2,110.7,28.1,55.9,63,60,34.88,13.33,8.428,20,0,114.5,110.3,131.5,95.2,7.2,8.1,65.0,30.0,100,67.2,54.93,56,17.0,59.17,69.46,58.16,56.3,24.59,50.94,26.13,F7
60.48,60.6,50.22,50.3,75.83,75.7,85.49,85.1,83.01,75.64,59.76,60.56,106.9,27.48,81.49,-2.094,91.6,85.16,7.228,0.7905,71.96,4.475,0.7856,265.5,214.5,9.5,7.1,40.8,35.9,92.2,108.7,11.3,46.6,5.8,116.2,24.0,72.4,84,80,18.23,4.85,6.496,20,0,117.4,113.3,138.0,101.6,9.4,10.3,73.26,25.5,100,100.0,57.0,56,47.1,59.5,71.01,65.17,62.81,57.27,73.77,-11.95,F7
56.55,56.0,50.76,52.0,76.69,77.9,81.72,81.3,80.14,66.92,55.74,56.43,55.78,17.54,146.5,-108.3,51.24,44.13,6.073,-1.029,38.98,4.621,0.7609,265.9,212.4,10.4,2.5,41.8,36.9,83.8,93.3,5.3,49.5,7.5,122.5,38.7,55.7,46,44,23.01,11.73,10.32,20,0,115.3,110.5,135.5,97.1,3.4,3.6,30.0,0.0,100,10.0,47.0,56,41.95,59.33,70.28,60.5,59.17,38.47,109.8,185.8,F7
47.74,48.8,41.87,42.0,76.81,76.2,82.71,82.3,81.74,63.4,47.96,48.24,66.88,11.0,208.1,-152.2,52.71,54.69,2.484,4.471,55.23,3.355,1.048,272.3,215.5,4.6,5.1,37.4,32.7,87.4,99.8,8.2,40.4,3.0,124.5,36.8,67.1,63,60,5.396,2.295,8.428,20,0,116.2,110.7,133.0,99.3,6.3,6.8,0.0,0.0,100,38.62,49.0,56,17.0,60.85,76.54,48.17,48.11,16.82,59.61,200.7,F7
56.09,56.8,50.84,50.8,83.08,82.7,88.27,88.3,86.86,67.82,56.03,56.39,58.85,16.07,215.5,-172.7,47.18,46.59,3.218,2.632,55.65,2.981,1.18,271.7,215.4,7.6,5.2,43.3,38.5,93.5,111.2,8.4,49.3,6.0,139.7,45.9,72.9,65,62,14.62,7.064,8.219,20,0,123.2,116.4,138.0,98.8,5.5,6.2,30.0,0.0,100,31.21,49.0,56,18.0,60.03,80.27,57.18,56.75,19.06,77.23,213.0,F7
43.69,43.8,40.07,40.1,65.84,65.3,69.64,69.2,68.39,53.12,43.75,43.94,42.57,14.04,170.8,-142.2,32.44,32.95,1.746,2.262,36.56,3.119,1.127,268.4,215.2,3.9,3.0,36.0,31.4,72.2,74.5,4.9,39.4,3.8,116.9,44.5,43.4,42,40,0.9428,0.6299,10.89,20,0,108.2,105.3,127.0,95.1,3.8,3.7,25.0,0.0,100,22.0,47.0,56,53.0,58.27,61.84,44.12,44.18,94.3,41.9,216.6,F7
59.7,60.2,52.44,53.2,70.22,69.5,77.06,75.7,74.98,69.99,58.69,59.95,75.95,23.05,55.46,-2.557,65.35,56.29,11.33,2.27,48.1,4.777,0.7361,266.7,216.0,11.6,5.0,41.6,36.7,80.7,87.9,6.5,50.0,8.2,114.5,33.5,51.0,54,52,10.82,4.05,9.315,20,0,113.8,110.3,133.5,95.6,6.3,7.0,20.0,0.0,100,80.0,56.0,56,67.0,59.09,63.93,63.0,62.53,114.2,272.0,-3.978,F7
48.93,49.0,45.39,45.4,85.45,85.3,89.01,88.7,87.72,58.16,48.86,49.06,39.91,14.53,331.3,-306.0,31.65,31.06,1.743,1.158,45.31,2.456,1.432,269.0,214.8,4.8,3.0,40.8,35.9,92.0,107.7,5.9,44.9,4.1,142.6,50.3,71.6,51,49,16.25,11.58,9.675,20,0,119.9,113.6,136.5,99.6,3.4,3.4,30.0,0.0,100,5.0,49.0,56,19.0,59.78,80.72,49.4,49.34,16.66,41.82,243.8,F7
47.29,47.5,41.38,41.2,80.66,80.7,86.51,86.5,84.93,61.68,47.1,47.5,65.97,17.84,262.1,-214.0,53.39,51.69,3.608,1.909,57.55,3.262,1.078,270.5,216.8,4.3,4.7,36.9,32.2,91.0,106.2,8.0,39.8,2.9,123.0,31.7,74.0,65,62,13.31,5.739,8.219,20,0,113.3,108.8,135.0,102.4,5.5,6.3,36.03,0.0,100,23.0,49.0,56,26.0,60.56,76.79,49.2,48.48,26.39,86.59,217.2,F7
48.77,48.8,45.19,45.1,85.21,84.9,88.81,88.5,87.47,58.07,48.66,48.94,40.66,15.1,331.9,-306.3,32.14,31.19,2.485,1.531,45.27,2.496,1.408,271.0,215.6,4.1,2.2,41.0,36.1,91.0,105.7,4.9,44.8,3.6,139.7,48.7,69.4,52,50,15.3,10.7,9.553,20,0,119.5,114.0,139.0,102.3,3.6,3.7,30.0,0.0,100,5.0,49.0,56,20.0,56.1,80.51,50.06,49.59,14.85,59.64,245.5,Normal
51.63,51.7,45.56,45.6,85.29,85.1,91.26,91.0,89.15,64.13,50.95,51.84,66.92,23.69,280.1,-236.9,54.29,48.21,7.961,1.889,59.2,3.224,1.091,268.7,214.5,5.6,3.3,40.0,35.0,94.3,112.7,6.3,43.9,4.1,127.1,32.5,77.1,69,66,14.78,6.282,7.814,20,0,116.0,111.6,140.9,103.9,5.9,6.3,60.0,0.0,100,20.0,49.0,56,26.0,55.65,78.75,57.8,54.87,24.61,65.32,222.5,Normal
60.48,60.6,50.47,50.4,85.49,85.3,94.99,95.0,92.34,77.32,59.63,60.61,104.7,29.2,165.7,-90.13,90.29,82.68,8.778,1.168,83.17,3.817,0.9211,264.6,216.6,8.4,5.6,42.0,37.1,100.9,125.1,10.2,46.8,4.8,124.5,23.6,87.9,100,96,32.41,8.803,5.11,20,0,115.6,110.7,143.4,105.4,9.7,10.2,70.0,0.0,100,46.0,49.0,56,32.0,55.81,79.98,66.31,63.39,28.99,72.03,132.6,Normal
61.29,61.1,51.29,50.9,85.57,85.4,94.99,95.0,92.3,77.56,60.62,61.38,104.2,29.75,163.1,-88.62,90.41,84.27,6.94,0.8,82.38,3.859,0.9111,265.5,216.9,8.1,3.7,42.8,37.9,98.7,121.6,7.9,47.7,4.9,124.2,25.3,83.7,99,95,33.97,9.275,5.194,20,0,111.1,103.7,141.4,102.7,9.6,10.2,70.0,0.0,100,46.0,49.0,56,32.0,56.06,78.92,66.35,63.92,31.23,68.45,128.3,Normal
58.84,58.5,50.27,50.1,69.97,69.2,78.08,77.1,75.31,69.78,57.59,58.8,90.44,30.92,61.64,-2.111,76.86,65.63,10.92,-0.3084,55.56,4.863,0.7229,267.8,215.2,9.0,4.7,41.0,36.1,81.8,89.9,6.5,47.0,5.8,109.8,28.3,53.6,65,62,7.804,2.454,8.219,20,0,113.8,110.9,137.0,100.3,7.7,8.5,50.0,0.0,100,80.0,56.0,56,63.0,55.07,62.37,63.24,62.32,101.6,262.2,-17.33,Normal
56.59,57.1,50.43,50.8,76.07,75.2,82.17,80.8,80.02,67.29,55.78,56.8,67.95,24.03,141.8,-97.91,55.11,47.92,9.073,1.892,48.78,3.972,0.8852,267.4,214.8,8.0,3.2,42.8,37.9,84.0,93.8,4.8,48.3,5.5,119.2,35.2,55.9,55,53,3.624,1.517,9.199,20,0,114.9,111.1,138.0,99.0,5.8,6.3,70.0,0.0,100,32.0,47.0,56,39.0,55.36,68.23,63.94,60.28,44.81,59.47,177.0,Normal
53.47,53.6,50.68,50.3,75.17,75.4,78.24,78.3,76.66,59.18,53.29,53.64,34.04,17.56,193.9,-177.4,24.97,23.29,3.199,1.52,36.72,2.391,1.47,266.2,214.1,6.5,2.4,43.8,39.0,80.4,87.9,3.6,49.8,6.2,141.0,60.6,48.7,43,41,4.826,4.032,10.74,20,0,116.2,111.3,135.0,95.0,2.9,3.3,45.0,0.0,100,10.0,47.0,56,29.5,55.52,69.58,54.89,54.38,29.99,76.77,234.2,Normal
49.67,49.6,40.23,39.9,65.39,65.3,74.27,74.1,72.12,65.24,49.11,49.8,99.56,24.17,77.05,-1.661,84.67,79.68,6.159,1.162,62.15,4.79,0.734,269.0,215.4,4.7,5.4,35.1,30.6,79.5,85.9,9.2,37.8,2.4,102.7,23.0,55.5,72,69,9.806,2.801,7.52,20,0,112.2,109.8,132.5,100.9,8.8,9.8,70.0,0.0,100,100.0,57.0,56,73.34,58.35,62.82,55.54,52.33,129.6,46.03,-9.157,Normal
48.85,48.3,44.78,44.6,65.55,65.4,69.4,69.0,67.98,56.6,48.7,48.85,43.32,15.98,128.1,-100.8,36.2,34.89,1.368,0.05892,35.68,3.567,0.9856,270.2,213.5,4.6,2.9,40.0,35.0,71.9,74.0,3.6,43.8,4.0,114.5,42.3,38.5,42,40,10.65,6.995,10.89,20,0,109.2,107.1,129.5,93.2,3.6,3.7,35.0,0.0,100,23.0,47.0,56,55.0,55.16,60.78,49.81,49.47,68.24,32.83,196.6,Normal
45.82,45.9,39.46,39.4,69.16,69.0,75.25,75.0,73.75,59.79,45.63,46.07,68.68,16.91,157.2,-105.4,56.91,55.23,3.94,2.257,49.23,4.065,0.865,270.3,214.7,3.2,4.2,36.0,31.4,79.2,85.4,6.7,38.4,2.4,107.5,28.3,53.5,55,53,7.842,3.248,9.199,20,0,108.8,106.5,132.5,100.4,6.1,6.5,50.0,0.0,100,33.0,48.0,56,40.55,56.02,65.85,47.97,47.21,41.24,94.56,175.3,Normal
